table_name,object_type,table_description,column_name,ordinal_position,data_type,is_nullable,column_default,column_description,sensitivity,is_primary_key,foreign_key_references
cell_certificate_upload,TABLE,"One run of the bulk import that seeds or corrects a prison's cell certificate from a spreadsheet, with counts of how the run went.",requested_by,4,character varying(255),f,,DPS username of the person who started the import.,STAFF,N,
cell_certificate_upload,TABLE,"One run of the bulk import that seeds or corrects a prison's cell certificate from a spreadsheet, with counts of how the run went.",requested_date,5,timestamp without time zone,f,,When the import was requested.,NONE,N,
cell_certificate_upload,TABLE,"One run of the bulk import that seeds or corrects a prison's cell certificate from a spreadsheet, with counts of how the run went.",start_time,6,timestamp without time zone,t,,When processing actually began. Null while the run is still queued.,NONE,N,
cell_certificate_upload,TABLE,"One run of the bulk import that seeds or corrects a prison's cell certificate from a spreadsheet, with counts of how the run went.",end_time,7,timestamp without time zone,t,,When processing finished. Null while the run is still going.,NONE,N,
cell_certificate_upload,TABLE,"One run of the bulk import that seeds or corrects a prison's cell certificate from a spreadsheet, with counts of how the run went.",total_records,8,integer,f,0,How many rows the uploaded file contained.,NONE,N,
cell_certificate_upload,TABLE,"One run of the bulk import that seeds or corrects a prison's cell certificate from a spreadsheet, with counts of how the run went.",processed_records,9,integer,f,0,How many rows were applied successfully.,NONE,N,
cell_certificate_upload,TABLE,"One run of the bulk import that seeds or corrects a prison's cell certificate from a spreadsheet, with counts of how the run went.",skipped_records,10,integer,f,0,"How many rows were deliberately skipped, typically because they matched what the service already held.",NONE,N,
cell_certificate_upload,TABLE,"One run of the bulk import that seeds or corrects a prison's cell certificate from a spreadsheet, with counts of how the run went.",failed_records,11,integer,f,0,How many rows could not be applied.,NONE,N,
cell_certificate_upload,TABLE,"One run of the bulk import that seeds or corrects a prison's cell certificate from a spreadsheet, with counts of how the run went.",reason_for_change,12,character varying(255),t,,Free text from the requester explaining why the import was run.,NONE,N,
cell_certificate_upload,TABLE,"One run of the bulk import that seeds or corrects a prison's cell certificate from a spreadsheet, with counts of how the run went.",cell_certificate_id,13,uuid,t,,"The certificate produced by this run, once it has completed.",NONE,N,
cell_certificate_upload,TABLE,"One run of the bulk import that seeds or corrects a prison's cell certificate from a spreadsheet, with counts of how the run went.",discrepancy_records,14,integer,f,0,"How many rows differed from what the service already held, and so needed review rather than straight application.",NONE,N,
cell_certificate_upload,TABLE,"One run of the bulk import that seeds or corrects a prison's cell certificate from a spreadsheet, with counts of how the run went.",certification_approval_request_id,15,uuid,t,,"The approval request raised off the back of this import, where the discrepancies needed approving.",NONE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",id,1,uuid,f,,Primary key.,NONE,Y,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",cell_certificate_upload_id,2,uuid,f,,The import run this row belongs to. Deleted with the run.,NONE,N,cell_certificate_upload
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",location_key,3,character varying(255),f,,"The location this row is about, as {prisonId}-{pathHierarchy}. Matched by key rather than by id because the spreadsheet has no ids.",NONE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",max_capacity,4,integer,f,,Maximum capacity given in the uploaded file. A proposed value until the import is approved.,OFFICIAL-SENSITIVE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",working_capacity,5,integer,f,,Working capacity given in the uploaded file.,OFFICIAL-SENSITIVE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",certified_normal_accommodation,6,integer,t,,Certified normal accommodation given in the uploaded file.,OFFICIAL-SENSITIVE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",cell_mark,7,character varying(12),t,,Cell door number given in the uploaded file.,NONE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",in_cell_sanitation,8,boolean,t,,In-cell sanitation setting given in the uploaded file.,NONE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",status,9,character varying(20),f,,"What happened to this row - PENDING, PROCESSED, SKIPPED or FAILED. See CellCertificateUploadLocationStatus in reference-data.csv.",NONE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",previous_max_capacity,10,integer,t,,"Maximum capacity the service held for this location before the import, for comparison.",OFFICIAL-SENSITIVE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",previous_working_capacity,11,integer,t,,"Working capacity the service held before the import, for comparison.",OFFICIAL-SENSITIVE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",previous_certified_normal_accommodation,12,integer,t,,"Certified normal accommodation the service held before the import, for comparison.",OFFICIAL-SENSITIVE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",previous_cell_mark,13,character varying(12),t,,"Cell door number the service held before the import, for comparison.",NONE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",previous_in_cell_sanitation,14,boolean,t,,"In-cell sanitation setting the service held before the import, for comparison.",NONE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",message,15,character varying(255),t,,System generated explanation of why the row was skipped or failed. Not typed by a user.,NONE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",processed_date,16,timestamp without time zone,t,,When this row was processed. Null while the row is still pending.,NONE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",working_capacity_mismatch,17,boolean,f,false,"Whether the uploaded working capacity differed from what the service already held, flagging the row for review.",OFFICIAL-SENSITIVE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",max_capacity_mismatch,18,boolean,f,false,Whether the uploaded maximum capacity differed from what the service already held.,OFFICIAL-SENSITIVE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",certified_normal_accommodation_mismatch,19,boolean,f,false,Whether the uploaded certified normal accommodation differed from what the service already held.,OFFICIAL-SENSITIVE,N,
cell_certificate_upload_location,TABLE,"One row of a bulk certificate import: the values being imported for a location, the values the service already held, and what happened when the two were reconciled.",applied_max_capacity,20,integer,t,,"The maximum capacity actually applied to the location, which can differ from the uploaded value where the import had to reconcile a mismatch.",OFFICIAL-SENSITIVE,N,
cell_used_for,TABLE,"What a cell is used for. A cell can serve several purposes, so this is a list rather than a column on location.",id,1,integer,f,nextval('cell_used_for_id_seq'::regclass),Primary key.,NONE,Y,
cell_used_for,TABLE,"What a cell is used for. A cell can serve several purposes, so this is a list rather than a column on location.",location_id,2,uuid,f,,The cell this applies to.,NONE,N,location
cell_used_for,TABLE,"What a cell is used for. A cell can serve several purposes, so this is a list rather than a column on location.",used_for,3,character varying(80),f,,"What the cell is used for - STANDARD_ACCOMMODATION, FIRST_NIGHT_CENTRE, DRUG_RECOVERY_UNIT and so on. See UsedForType in reference-data.csv.",NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",id,1,uuid,f,,Primary key.,NONE,Y,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",prison_id,2,character varying(5),f,,"Prison the request applies to, as a NOMIS agency code.",NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",location_id,3,uuid,t,,The location the request is about. Null for prison-wide requests such as a signed operational capacity change.,NONE,N,location
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",location_key,4,character varying(255),t,,"The location's key ({prisonId}-{pathHierarchy}) captured when the request was raised, so the request stays readable if the location is later renamed or removed.",NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",status,5,character varying(20),f,,"Where the request has got to - PENDING, APPROVED, REJECTED or WITHDRAWN. See ApprovalRequestStatus in reference-data.csv.",NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",requested_by,6,character varying(80),f,,DPS username of the person who raised the request.,STAFF,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",requested_date,7,timestamp without time zone,f,,When the request was raised.,NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",approved_or_rejected_by,8,character varying(80),t,,DPS username of the person who approved or rejected the request. Null while it is still pending.,STAFF,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",approved_or_rejected_date,9,timestamp without time zone,t,,When the request was approved or rejected. Null while it is still pending.,NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",comments,10,text,t,,Free text left by the approver explaining their decision. Assume it can name a prisoner.,PERSONAL,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",certified_normal_accommodation_change,11,integer,f,0,"Net change to the prison's certified normal accommodation if this request is approved. A proposal, not the published figure.",OFFICIAL-SENSITIVE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",working_capacity_change,12,integer,f,0,Net change to working capacity if this request is approved.,OFFICIAL-SENSITIVE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",max_capacity_change,13,integer,f,0,Net change to maximum capacity if this request is approved.,OFFICIAL-SENSITIVE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",approval_type,14,character varying(30),f,'DRAFT'::character varying,"What kind of change is being requested - DEACTIVATION, CAPACITY_CHANGE, SIGNED_OP_CAP and so on. Determines which of the proposed value columns below are populated. See ApprovalType in reference-data.csv.",NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",signed_operation_capacity_change,15,integer,f,0,Net change to the prison's signed operational capacity if this request is approved.,OFFICIAL-SENSITIVE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",signed_operation_capacity_id,16,bigint,t,,The signed_operation_capacity row this request would update.,NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",reason_for_change,17,text,t,,Free text from the requester explaining why the change is needed. Assume it can name a prisoner.,PERSONAL,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",current_signed_operation_capacity,18,integer,f,0,"The prison's signed operational capacity when the request was raised, as a snapshot for comparison. Already published, so not sensitive in itself.",NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",cell_mark,19,character varying(12),t,,Proposed new cell door number.,NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",deactivated_reason,20,character varying(30),t,,Proposed reason for taking the location out of use. See DeactivatedReason in reference-data.csv.,NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",deactivation_reason_description,21,character varying(255),t,,Free text expanding on the proposed deactivation reason. Assume it can name a prisoner.,PERSONAL,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",proposed_reactivation_date,22,date,t,,"Date the location is expected to come back into use, if the deactivation is approved.",NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",planet_fm_reference,23,character varying(60),t,,Planet FM job reference for the maintenance work behind the request.,NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",in_cell_sanitation,24,boolean,t,,Proposed in-cell sanitation setting.,NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",current_cell_mark,25,character varying(12),t,,"The cell door number when the request was raised, as a snapshot for comparison.",NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",current_in_cell_sanitation,26,boolean,t,,"The in-cell sanitation setting when the request was raised, as a snapshot for comparison.",NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",max_capacity,27,integer,t,,Proposed maximum capacity for the location.,OFFICIAL-SENSITIVE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",working_capacity,28,integer,t,,Proposed working capacity for the location.,OFFICIAL-SENSITIVE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",certified_normal_accommodation,29,integer,t,,Proposed certified normal accommodation for the location.,OFFICIAL-SENSITIVE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",pending_specialist_cell_types,30,character varying(300),t,,"Proposed specialist cell types, as a comma separated list. Denormalised because the request is a snapshot rather than a live relationship.",NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",converted_cell_type,31,character varying(60),t,,Proposed non-residential use for a cell being converted. See ConvertedCellType in reference-data.csv.,NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",other_converted_cell_type,32,character varying(255),t,,Free text description used when the proposed converted_cell_type is OTHER.,NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",accommodation_type,33,character varying(60),t,,Proposed accommodation type for the location. See AccommodationType in reference-data.csv.,NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",used_for_types,34,character varying(255),t,,"Proposed list of what the cell is used for, comma separated.",NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",current_accommodation_types,35,character varying(255),t,,"The accommodation types when the request was raised, as a snapshot for comparison.",NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",current_used_for_types,36,character varying(255),t,,"What the cell was used for when the request was raised, as a snapshot for comparison.",NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",top_level_accommodation_types,37,character varying(255),t,,"Accommodation types of the top level location above this one, so a reviewer can see the request in the context of the wing it sits in.",NONE,N,
certification_approval_request,TABLE,"A request to change something that affects a prison's certified capacity, awaiting review. Holds both the proposed values and a snapshot of the current ones, so the request can be assessed without re-reading the live locations.",top_level_used_for_types,38,character varying(255),t,,"What the top level location above this one is used for, for the same reason.",NONE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",id,1,uuid,f,,Primary key.,NONE,Y,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",certification_approval_request_id,2,uuid,t,,The approval request this location belongs to. Deleted with the request.,NONE,N,certification_approval_request
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",location_code,3,character varying(40),f,,"The location's own code within its parent, copied from the live location.",NONE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",cell_mark,4,character varying(255),t,,Proposed number on the cell door.,NONE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",local_name,5,character varying(255),t,,The name the prison uses for this location.,NONE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",path_hierarchy,6,character varying(255),f,,"Full path of the location within the prison, copied when the request was raised.",NONE,N,
